,sst,day,month,year
0,285.4465,1,1,1979
1,285.42285,2,1,1979
2,285.41458,3,1,1979
3,285.40683,4,1,1979
4,285.40015,5,1,1979
5,285.39252,6,1,1979
6,285.3832,7,1,1979
7,285.36893,8,1,1979
8,285.34943,9,1,1979
9,285.32617,10,1,1979
10,285.30115,11,1,1979
11,285.27094,12,1,1979
12,285.23813,13,1,1979
13,285.20828,14,1,1979
14,285.18732,15,1,1979
15,285.16867,16,1,1979
16,285.153,17,1,1979
17,285.1376,18,1,1979
18,285.11813,19,1,1979
19,285.1018,20,1,1979
20,285.08875,21,1,1979
21,285.07922,22,1,1979
22,285.07196,23,1,1979
23,285.06488,24,1,1979
24,285.05945,25,1,1979
25,285.05432,26,1,1979
26,285.05038,27,1,1979
27,285.0489,28,1,1979
28,285.04825,29,1,1979
29,285.04144,30,1,1979
30,285.03226,31,1,1979
31,285.02206,1,2,1979
32,285.01703,2,2,1979
33,285.0127,3,2,1979
34,285.0081,4,2,1979
35,285.0015,5,2,1979
36,284.9936,6,2,1979
37,284.98413,7,2,1979
38,284.97345,8,2,1979
39,284.96323,9,2,1979
40,284.95398,10,2,1979
41,284.944,11,2,1979
42,284.9329,12,2,1979
43,284.92435,13,2,1979
44,284.92117,14,2,1979
45,284.92017,15,2,1979
46,284.92242,16,2,1979
47,284.91974,17,2,1979
48,284.91568,18,2,1979
49,284.91397,19,2,1979
50,284.91226,20,2,1979
51,284.9084,21,2,1979
52,284.90176,22,2,1979
53,284.89532,23,2,1979
54,284.89017,24,2,1979
55,284.88718,25,2,1979
56,284.88693,26,2,1979
57,284.88657,27,2,1979
58,284.88785,28,2,1979
59,284.8914,1,3,1979
60,284.89716,2,3,1979
61,284.9028,3,3,1979
62,284.9065,4,3,1979
63,284.9095,5,3,1979
64,284.91364,6,3,1979
65,284.91763,7,3,1979
66,284.91928,8,3,1979
67,284.92078,9,3,1979
68,284.92514,10,3,1979
69,284.93283,11,3,1979
70,284.94022,12,3,1979
71,284.94305,13,3,1979
72,284.9382,14,3,1979
73,284.92892,15,3,1979
74,284.9204,16,3,1979
75,284.91498,17,3,1979
76,284.91486,18,3,1979
77,284.9174,19,3,1979
78,284.92422,20,3,1979
79,284.93497,21,3,1979
80,284.95148,22,3,1979
81,284.9742,23,3,1979
82,285.0055,24,3,1979
83,285.0353,25,3,1979
84,285.05777,26,3,1979
85,285.07742,27,3,1979
86,285.0992,28,3,1979
87,285.1265,29,3,1979
88,285.15198,30,3,1979
89,285.1685,31,3,1979
90,285.1781,1,4,1979
91,285.1878,2,4,1979
92,285.19766,3,4,1979
93,285.20688,4,4,1979
94,285.21548,5,4,1979
95,285.22363,6,4,1979
96,285.231,7,4,1979
97,285.2372,8,4,1979
98,285.24823,9,4,1979
99,285.26477,10,4,1979
100,285.28195,11,4,1979
101,285.2964,12,4,1979
102,285.30518,13,4,1979
103,285.3106,14,4,1979
104,285.3219,15,4,1979
105,285.3291,16,4,1979
106,285.33957,17,4,1979
107,285.352,18,4,1979
108,285.37085,19,4,1979
109,285.3936,20,4,1979
110,285.42102,21,4,1979
111,285.44907,22,4,1979
112,285.47745,23,4,1979
113,285.50354,24,4,1979
114,285.5276,25,4,1979
115,285.54916,26,4,1979
116,285.5669,27,4,1979
117,285.58182,28,4,1979
118,285.60022,29,4,1979
119,285.62152,30,4,1979
120,285.65005,1,5,1979
121,285.66403,2,5,1979
122,285.66974,3,5,1979
123,285.67532,4,5,1979
124,285.6884,5,5,1979
125,285.70367,6,5,1979
126,285.71826,7,5,1979
127,285.73007,8,5,1979
128,285.74643,9,5,1979
129,285.77032,10,5,1979
130,285.79907,11,5,1979
131,285.8277,12,5,1979
132,285.85397,13,5,1979
133,285.8763,14,5,1979
134,285.89838,15,5,1979
135,285.9215,16,5,1979
136,285.94632,17,5,1979
137,285.9757,18,5,1979
138,286.00473,19,5,1979
139,286.03238,20,5,1979
140,286.0634,21,5,1979
141,286.09924,22,5,1979
142,286.1418,23,5,1979
143,286.1841,24,5,1979
144,286.22095,25,5,1979
145,286.2557,26,5,1979
146,286.29105,27,5,1979
147,286.32794,28,5,1979
148,286.361,29,5,1979
149,286.38416,30,5,1979
150,286.40994,31,5,1979
151,286.4753,1,6,1979
152,286.51334,2,6,1979
153,286.55273,3,6,1979
154,286.5865,4,6,1979
155,286.62103,5,6,1979
156,286.66486,6,6,1979
157,286.7171,7,6,1979
158,286.7682,8,6,1979
159,286.81015,9,6,1979
160,286.84723,10,6,1979
161,286.88358,11,6,1979
162,286.92334,12,6,1979
163,286.96103,13,6,1979
164,286.98938,14,6,1979
165,287.00845,15,6,1979
166,287.0344,16,6,1979
167,287.06317,17,6,1979
168,287.09503,18,6,1979
169,287.12964,19,6,1979
170,287.16516,20,6,1979
171,287.19623,21,6,1979
172,287.22238,22,6,1979
173,287.2442,23,6,1979
174,287.2674,24,6,1979
175,287.2905,25,6,1979
176,287.31274,26,6,1979
177,287.3335,27,6,1979
178,287.36124,28,6,1979
179,287.3961,29,6,1979
180,287.43762,30,6,1979
181,287.4979,1,7,1979
182,287.5303,2,7,1979
183,287.55643,3,7,1979
184,287.5845,4,7,1979
185,287.6121,5,7,1979
186,287.64017,6,7,1979
187,287.67197,7,7,1979
188,287.7089,8,7,1979
189,287.7455,9,7,1979
190,287.78647,10,7,1979
191,287.83237,11,7,1979
192,287.8865,12,7,1979
193,287.93835,13,7,1979
194,287.98358,14,7,1979
195,288.02347,15,7,1979
196,288.07626,16,7,1979
197,288.11502,17,7,1979
198,288.1523,18,7,1979
199,288.1793,19,7,1979
200,288.20123,20,7,1979
201,288.21954,21,7,1979
202,288.24002,22,7,1979
203,288.26364,23,7,1979
204,288.29205,24,7,1979
205,288.31882,25,7,1979
206,288.3433,26,7,1979
207,288.36255,27,7,1979
208,288.38,28,7,1979
209,288.4032,29,7,1979
210,288.42624,30,7,1979
211,288.44644,31,7,1979
212,288.43237,1,8,1979
213,288.44565,2,8,1979
214,288.46167,3,8,1979
215,288.479,4,8,1979
216,288.50708,5,8,1979
217,288.54102,6,8,1979
218,288.57812,7,8,1979
219,288.61328,8,8,1979
220,288.65112,9,8,1979
221,288.68564,10,8,1979
222,288.71725,11,8,1979
223,288.73767,12,8,1979
224,288.75006,13,8,1979
225,288.75604,14,8,1979
226,288.75998,15,8,1979
227,288.77246,16,8,1979
228,288.77167,17,8,1979
229,288.77448,18,8,1979
230,288.78125,19,8,1979
231,288.78818,20,8,1979
232,288.79666,21,8,1979
233,288.80408,22,8,1979
234,288.80984,23,8,1979
235,288.81772,24,8,1979
236,288.83066,25,8,1979
237,288.8495,26,8,1979
238,288.8711,27,8,1979
239,288.88284,28,8,1979
240,288.8908,29,8,1979
241,288.896,30,8,1979
242,288.89584,31,8,1979
243,288.84036,1,9,1979
244,288.82996,2,9,1979
245,288.81546,3,9,1979
246,288.80188,4,9,1979
247,288.7945,5,9,1979
248,288.7927,6,9,1979
249,288.7925,7,9,1979
250,288.7904,8,9,1979
251,288.7832,9,9,1979
252,288.77466,10,9,1979
253,288.75977,11,9,1979
254,288.7426,12,9,1979
255,288.72165,13,9,1979
256,288.69473,14,9,1979
257,288.6593,15,9,1979
258,288.62967,16,9,1979
259,288.5984,17,9,1979
260,288.57605,18,9,1979
261,288.55072,19,9,1979
262,288.51776,20,9,1979
263,288.48297,21,9,1979
264,288.454,22,9,1979
265,288.42438,23,9,1979
266,288.3947,24,9,1979
267,288.36157,25,9,1979
268,288.33148,26,9,1979
269,288.30472,27,9,1979
270,288.27917,28,9,1979
271,288.25177,29,9,1979
272,288.21646,30,9,1979
273,288.15753,1,10,1979
274,288.12415,2,10,1979
275,288.0896,3,10,1979
276,288.05386,4,10,1979
277,288.0161,5,10,1979
278,287.9799,6,10,1979
279,287.94507,7,10,1979
280,287.91388,8,10,1979
281,287.88782,9,10,1979
282,287.86996,10,10,1979
283,287.85458,11,10,1979
284,287.83862,12,10,1979
285,287.82074,13,10,1979
286,287.8004,14,10,1979
287,287.77753,15,10,1979
288,287.7468,16,10,1979
289,287.7086,17,10,1979
290,287.6685,18,10,1979
291,287.62433,19,10,1979
292,287.5782,20,10,1979
293,287.53586,21,10,1979
294,287.49783,22,10,1979
295,287.46243,23,10,1979
296,287.4285,24,10,1979
297,287.39426,25,10,1979
298,287.3609,26,10,1979
299,287.32916,27,10,1979
300,287.3001,28,10,1979
301,287.2746,29,10,1979
302,287.25134,30,10,1979
303,287.22855,31,10,1979
304,287.1995,1,11,1979
305,287.17322,2,11,1979
306,287.14786,3,11,1979
307,287.12222,4,11,1979
308,287.0937,5,11,1979
309,287.05948,6,11,1979
310,287.0233,7,11,1979
311,286.98926,8,11,1979
312,286.96,9,11,1979
313,286.9353,10,11,1979
314,286.91095,11,11,1979
315,286.88654,12,11,1979
316,286.85995,13,11,1979
317,286.83054,14,11,1979
318,286.8003,15,11,1979
319,286.7696,16,11,1979
320,286.73816,17,11,1979
321,286.69885,18,11,1979
322,286.65192,19,11,1979
323,286.6063,20,11,1979
324,286.56772,21,11,1979
325,286.53073,22,11,1979
326,286.49036,23,11,1979
327,286.4411,24,11,1979
328,286.391,25,11,1979
329,286.34848,26,11,1979
330,286.31116,27,11,1979
331,286.2798,28,11,1979
332,286.25177,29,11,1979
333,286.22333,30,11,1979
334,286.18765,1,12,1979
335,286.16248,2,12,1979
336,286.14743,3,12,1979
337,286.14035,4,12,1979
338,286.1302,5,12,1979
339,286.11026,6,12,1979
340,286.08795,7,12,1979
341,286.07047,8,12,1979
342,286.06406,9,12,1979
343,286.0596,10,12,1979
344,286.04535,11,12,1979
345,286.0247,12,12,1979
346,286.00235,13,12,1979
347,285.97928,14,12,1979
348,285.95386,15,12,1979
349,285.92307,16,12,1979
350,285.88968,17,12,1979
351,285.85638,18,12,1979
352,285.8222,19,12,1979
353,285.79126,20,12,1979
354,285.76562,21,12,1979
355,285.74307,22,12,1979
356,285.72073,23,12,1979
357,285.69684,24,12,1979
358,285.67255,25,12,1979
359,285.64972,26,12,1979
360,285.62766,27,12,1979
361,285.60397,28,12,1979
362,285.57828,29,12,1979
363,285.54996,30,12,1979
364,285.5217,31,12,1979
365,285.49094,1,1,1980
366,285.4671,2,1,1980
367,285.45078,3,1,1980
368,285.42984,4,1,1980
369,285.41003,5,1,1980
370,285.39343,6,1,1980
371,285.38113,7,1,1980
372,285.37405,8,1,1980
373,285.3687,9,1,1980
374,285.36038,10,1,1980
375,285.34995,11,1,1980
376,285.33826,12,1,1980
377,285.32477,13,1,1980
378,285.30838,14,1,1980
379,285.2873,15,1,1980
380,285.2673,16,1,1980
381,285.2472,17,1,1980
382,285.2317,18,1,1980
383,285.21454,19,1,1980
384,285.2049,20,1,1980
385,285.1961,21,1,1980
386,285.1876,22,1,1980
387,285.1782,23,1,1980
388,285.17044,24,1,1980
389,285.16083,25,1,1980
390,285.15207,26,1,1980
391,285.14102,27,1,1980
392,285.13007,28,1,1980
393,285.11987,29,1,1980
394,285.11356,30,1,1980
395,285.1051,31,1,1980
396,285.0918,1,2,1980
397,285.07074,2,2,1980
398,285.04462,3,2,1980
399,285.0193,4,2,1980
400,285.00143,5,2,1980
401,284.98383,6,2,1980
402,284.9695,7,2,1980
403,284.9624,8,2,1980
404,284.96548,9,2,1980
405,284.97214,10,2,1980
406,284.97687,11,2,1980
407,284.97476,12,2,1980
408,284.966,13,2,1980
409,284.95245,14,2,1980
410,284.93774,15,2,1980
411,284.9248,16,2,1980
412,284.9216,17,2,1980
413,284.92148,18,2,1980
414,284.92575,19,2,1980
415,284.9325,20,2,1980
416,284.93964,21,2,1980
417,284.9409,22,2,1980
418,284.93723,23,2,1980
419,284.93237,24,2,1980
420,284.925,25,2,1980
421,284.91776,26,2,1980
422,284.91232,27,2,1980
423,284.90796,28,2,1980
424,284.9048,29,2,1980
425,284.9052,1,3,1980
426,284.9091,2,3,1980
427,284.9156,3,3,1980
428,284.92328,4,3,1980
429,284.9325,5,3,1980
430,284.94263,6,3,1980
431,284.95163,7,3,1980
432,284.95908,8,3,1980
433,284.96494,9,3,1980
434,284.9706,10,3,1980
435,284.9743,11,3,1980
436,284.9755,12,3,1980
437,284.97577,13,3,1980
438,284.97394,14,3,1980
439,284.97284,15,3,1980
440,284.97372,16,3,1980
441,284.97803,17,3,1980
442,284.9851,18,3,1980
443,284.99625,19,3,1980
444,285.01154,20,3,1980
445,285.0284,21,3,1980
446,285.04657,22,3,1980
447,285.06247,23,3,1980
448,285.07623,24,3,1980
449,285.08182,25,3,1980
450,285.08267,26,3,1980
451,285.08398,27,3,1980
452,285.0907,28,3,1980
453,285.10696,29,3,1980
454,285.1285,30,3,1980
455,285.15082,31,3,1980
456,285.17374,1,4,1980
457,285.2012,2,4,1980
458,285.2265,3,4,1980
459,285.2459,4,4,1980
460,285.2585,5,4,1980
461,285.2664,6,4,1980
462,285.2762,7,4,1980
463,285.29086,8,4,1980
464,285.31216,9,4,1980
465,285.33527,10,4,1980
466,285.3576,11,4,1980
467,285.37494,12,4,1980
468,285.38446,13,4,1980
469,285.3914,14,4,1980
470,285.40298,15,4,1980
471,285.40756,16,4,1980
472,285.4103,17,4,1980
473,285.40826,18,4,1980
474,285.40985,19,4,1980
475,285.4204,20,4,1980
476,285.43762,21,4,1980
477,285.4563,22,4,1980
478,285.47293,23,4,1980
479,285.49075,24,4,1980
480,285.51462,25,4,1980
481,285.53998,26,4,1980
482,285.5642,27,4,1980
483,285.5834,28,4,1980
484,285.5975,29,4,1980
485,285.6102,30,4,1980
486,285.6337,1,5,1980
487,285.65076,2,5,1980
488,285.67804,3,5,1980
489,285.71103,4,5,1980
490,285.74673,5,5,1980
491,285.78287,6,5,1980
492,285.81763,7,5,1980
493,285.847,8,5,1980
494,285.86963,9,5,1980
495,285.88538,10,5,1980
496,285.89905,11,5,1980
497,285.91406,12,5,1980
498,285.93536,13,5,1980
499,285.9618,14,5,1980
500,285.99228,15,5,1980
501,286.0266,16,5,1980
502,286.0632,17,5,1980
503,286.10135,18,5,1980
504,286.1362,19,5,1980
505,286.1654,20,5,1980
506,286.19305,21,5,1980
507,286.22128,22,5,1980
508,286.2531,23,5,1980
509,286.28687,24,5,1980
510,286.31995,25,5,1980
511,286.35046,26,5,1980
512,286.3799,27,5,1980
513,286.4064,28,5,1980
514,286.42773,29,5,1980
515,286.44446,30,5,1980
516,286.46738,31,5,1980
517,286.53986,1,6,1980
518,286.5772,2,6,1980
519,286.62186,3,6,1980
520,286.67007,4,6,1980
521,286.7174,5,6,1980
522,286.76447,6,6,1980
523,286.80774,7,6,1980
524,286.84222,8,6,1980
525,286.8657,9,6,1980
526,286.88602,10,6,1980
527,286.9058,11,6,1980
528,286.93335,12,6,1980
529,286.96643,13,6,1980
530,287.0025,14,6,1980
531,287.02856,15,6,1980
532,287.0682,16,6,1980
533,287.1069,17,6,1980
534,287.1405,18,6,1980
535,287.16956,19,6,1980
536,287.1974,20,6,1980
537,287.22662,21,6,1980
538,287.2638,22,6,1980
539,287.30594,23,6,1980
540,287.3483,24,6,1980
541,287.39154,25,6,1980
542,287.4327,26,6,1980
543,287.4688,27,6,1980
544,287.49927,28,6,1980
545,287.52664,29,6,1980
546,287.55228,30,6,1980
547,287.59702,1,7,1980
548,287.62125,2,7,1980
549,287.6504,3,7,1980
550,287.68576,4,7,1980
551,287.72247,5,7,1980
552,287.75702,6,7,1980
553,287.78485,7,7,1980
554,287.81012,8,7,1980
555,287.83884,9,7,1980
556,287.8668,10,7,1980
557,287.8941,11,7,1980
558,287.92487,12,7,1980
559,287.95987,13,7,1980
560,287.998,14,7,1980
561,288.03772,15,7,1980
562,288.08408,16,7,1980
563,288.12155,17,7,1980
564,288.15652,18,7,1980
565,288.1866,19,7,1980
566,288.215,20,7,1980
567,288.24292,21,7,1980
568,288.27643,22,7,1980
569,288.308,23,7,1980
570,288.3365,24,7,1980
571,288.36426,25,7,1980
572,288.39642,26,7,1980
573,288.42703,27,7,1980
574,288.4571,28,7,1980
575,288.4868,29,7,1980
576,288.51526,30,7,1980
577,288.53784,31,7,1980
578,288.52798,1,8,1980
579,288.54446,2,8,1980
580,288.5602,3,8,1980
581,288.57156,4,8,1980
582,288.5872,5,8,1980
583,288.6048,6,8,1980
584,288.6308,7,8,1980
585,288.65598,8,8,1980
586,288.6836,9,8,1980
587,288.7119,10,8,1980
588,288.74207,11,8,1980
589,288.7694,12,8,1980
590,288.7943,13,8,1980
591,288.8147,14,8,1980
592,288.8307,15,8,1980
593,288.8572,16,8,1980
594,288.86084,17,8,1980
595,288.86447,18,8,1980
596,288.86182,19,8,1980
597,288.8539,20,8,1980
598,288.83783,21,8,1980
599,288.8222,22,8,1980
600,288.81754,23,8,1980
601,288.8167,24,8,1980
602,288.81696,25,8,1980
603,288.80872,26,8,1980
604,288.8026,27,8,1980
605,288.7991,28,8,1980
606,288.80014,29,8,1980
607,288.79895,30,8,1980
608,288.79086,31,8,1980
609,288.74475,1,9,1980
610,288.7391,2,9,1980
611,288.73178,3,9,1980
612,288.72192,4,9,1980
613,288.70538,5,9,1980
614,288.68613,6,9,1980
615,288.66516,7,9,1980
616,288.64578,8,9,1980
617,288.62683,9,9,1980
618,288.6126,10,9,1980
619,288.6011,11,9,1980
620,288.59076,12,9,1980
621,288.58136,13,9,1980
622,288.57657,14,9,1980
623,288.5797,15,9,1980
624,288.57773,16,9,1980
625,288.55508,17,9,1980
626,288.54175,18,9,1980
627,288.52304,19,9,1980
628,288.4991,20,9,1980
629,288.4715,21,9,1980
630,288.44055,22,9,1980
631,288.40442,23,9,1980
632,288.3661,24,9,1980
633,288.32266,25,9,1980
634,288.28647,26,9,1980
635,288.26233,27,9,1980
636,288.24146,28,9,1980
637,288.20828,29,9,1980
638,288.1525,30,9,1980
639,288.07114,1,10,1980
640,288.01642,2,10,1980
641,287.96658,3,10,1980
642,287.9177,4,10,1980
643,287.868,5,10,1980
644,287.82965,6,10,1980
645,287.80542,7,10,1980
646,287.7885,8,10,1980
647,287.7745,9,10,1980
648,287.7594,10,10,1980
649,287.73724,11,10,1980
650,287.70822,12,10,1980
651,287.67575,13,10,1980
652,287.64386,14,10,1980
653,287.6156,15,10,1980
654,287.59183,16,10,1980
655,287.56625,17,10,1980
656,287.52908,18,10,1980
657,287.49857,19,10,1980
658,287.46414,20,10,1980
659,287.42822,21,10,1980
660,287.39328,22,10,1980
661,287.357,23,10,1980
662,287.3183,24,10,1980
663,287.27768,25,10,1980
664,287.23703,26,10,1980
665,287.19882,27,10,1980
666,287.16504,28,10,1980
667,287.135,29,10,1980
668,287.10876,30,10,1980
669,287.0841,31,10,1980
670,287.05637,1,11,1980
671,287.03384,2,11,1980
672,287.0119,3,11,1980
673,286.99307,4,11,1980
674,286.97165,5,11,1980
675,286.94278,6,11,1980
676,286.91064,7,11,1980
677,286.87943,8,11,1980
678,286.85178,9,11,1980
679,286.8257,10,11,1980
680,286.7979,11,11,1980
681,286.76935,12,11,1980
682,286.74127,13,11,1980
683,286.7136,14,11,1980
684,286.68707,15,11,1980
685,286.65775,16,11,1980
686,286.62167,17,11,1980
687,286.5891,18,11,1980
688,286.55502,19,11,1980
689,286.52267,20,11,1980
690,286.4925,21,11,1980
691,286.46146,22,11,1980
692,286.42795,23,11,1980
693,286.38953,24,11,1980
694,286.34903,25,11,1980
695,286.30997,26,11,1980
696,286.27408,27,11,1980
697,286.23956,28,11,1980
698,286.20782,29,11,1980
699,286.17706,30,11,1980
700,286.14273,1,12,1980
701,286.1192,2,12,1980
702,286.09756,3,12,1980
703,286.08047,4,12,1980
704,286.06644,5,12,1980
705,286.0482,6,12,1980
706,286.02823,7,12,1980
707,286.00525,8,12,1980
708,285.98016,9,12,1980
709,285.94907,10,12,1980
710,285.91302,11,12,1980
711,285.87512,12,12,1980
712,285.8397,13,12,1980
713,285.81058,14,12,1980
714,285.79388,15,12,1980
715,285.78375,16,12,1980
716,285.77432,17,12,1980
717,285.7585,18,12,1980
718,285.7308,19,12,1980
719,285.69305,20,12,1980
720,285.65158,21,12,1980
721,285.60825,22,12,1980
722,285.56473,23,12,1980
723,285.52246,24,12,1980
724,285.4869,25,12,1980
725,285.46198,26,12,1980
726,285.44662,27,12,1980
727,285.4358,28,12,1980
728,285.427,29,12,1980
729,285.4148,30,12,1980
730,285.3983,31,12,1980
731,285.3766,1,1,1981
732,285.36346,2,1,1981
733,285.35895,3,1,1981
734,285.34738,4,1,1981
735,285.3311,5,1,1981
736,285.3127,6,1,1981
737,285.29117,7,1,1981
738,285.27267,8,1,1981
739,285.2535,9,1,1981
740,285.23077,10,1,1981
741,285.20718,11,1,1981
742,285.186,12,1,1981
743,285.16537,13,1,1981
744,285.14908,14,1,1981
745,285.13663,15,1,1981
746,285.12558,16,1,1981
747,285.11353,17,1,1981
748,285.10275,18,1,1981
749,285.08688,19,1,1981
750,285.0706,20,1,1981
751,285.05276,21,1,1981
752,285.03815,22,1,1981
753,285.0261,23,1,1981
754,285.01785,24,1,1981
755,285.01038,25,1,1981
756,285.00507,26,1,1981
757,285.00153,27,1,1981
758,284.9983,28,1,1981
759,284.99606,29,1,1981
760,284.99484,30,1,1981
761,284.99008,31,1,1981
762,284.9816,1,2,1981
763,284.97058,2,2,1981
764,284.95428,3,2,1981
765,284.93588,4,2,1981
766,284.9192,5,2,1981
767,284.90384,6,2,1981
768,284.89212,7,2,1981
769,284.8844,8,2,1981
770,284.8817,9,2,1981
771,284.88315,10,2,1981
772,284.88623,11,2,1981
773,284.8888,12,2,1981
774,284.88696,13,2,1981
775,284.8809,14,2,1981
776,284.87643,15,2,1981
777,284.8773,16,2,1981
778,284.87918,17,2,1981
779,284.88416,18,2,1981
780,284.8893,19,2,1981
781,284.8936,20,2,1981
782,284.8966,21,2,1981
783,284.8958,22,2,1981
784,284.8913,23,2,1981
785,284.88327,24,2,1981
786,284.87546,25,2,1981
787,284.87012,26,2,1981
788,284.8671,27,2,1981
789,284.87152,28,2,1981
790,284.87985,1,3,1981
791,284.89136,2,3,1981
792,284.9008,3,3,1981
793,284.9055,4,3,1981
794,284.9045,5,3,1981
795,284.89978,6,3,1981
796,284.8952,7,3,1981
797,284.89172,8,3,1981
798,284.89255,9,3,1981
799,284.89832,10,3,1981
800,284.90915,11,3,1981
801,284.92212,12,3,1981
802,284.93564,13,3,1981
803,284.94772,14,3,1981
804,284.95535,15,3,1981
805,284.96097,16,3,1981
806,284.96518,17,3,1981
807,284.969,18,3,1981
808,284.97424,19,3,1981
809,284.98276,20,3,1981
810,284.9946,21,3,1981
811,285.00662,22,3,1981
812,285.0165,23,3,1981
813,285.02103,24,3,1981
814,285.02127,25,3,1981
815,285.02115,26,3,1981
816,285.0237,27,3,1981
817,285.03055,28,3,1981
818,285.04443,29,3,1981
819,285.0622,30,3,1981
820,285.07913,31,3,1981
821,285.0967,1,4,1981
822,285.12302,2,4,1981
823,285.15332,3,4,1981
824,285.18054,4,4,1981
825,285.19757,5,4,1981
826,285.21225,6,4,1981
827,285.22745,7,4,1981
828,285.25223,8,4,1981
829,285.2782,9,4,1981
830,285.30078,10,4,1981
831,285.31946,11,4,1981
832,285.33768,12,4,1981
833,285.35547,13,4,1981
834,285.37238,14,4,1981
835,285.39386,15,4,1981
836,285.40598,16,4,1981
837,285.41708,17,4,1981
838,285.43048,18,4,1981
839,285.44653,19,4,1981
840,285.46625,20,4,1981
841,285.48727,21,4,1981
842,285.508,22,4,1981
843,285.52444,23,4,1981
844,285.5403,24,4,1981
845,285.55664,25,4,1981
846,285.5737,26,4,1981
847,285.59012,27,4,1981
848,285.60733,28,4,1981
849,285.6252,29,4,1981
850,285.64594,30,4,1981
851,285.67764,1,5,1981
852,285.702,2,5,1981
853,285.72733,3,5,1981
854,285.75333,4,5,1981
855,285.77753,5,5,1981
856,285.8024,6,5,1981
857,285.83072,7,5,1981
858,285.8651,8,5,1981
859,285.8994,9,5,1981
860,285.92978,10,5,1981
861,285.9591,11,5,1981
862,285.98865,12,5,1981
863,286.02185,13,5,1981
864,286.0576,14,5,1981
865,286.0881,15,5,1981
866,286.11984,16,5,1981
867,286.14285,17,5,1981
868,286.16214,18,5,1981
869,286.17923,19,5,1981
870,286.19913,20,5,1981
871,286.219,21,5,1981
872,286.23795,22,5,1981
873,286.2548,23,5,1981
874,286.27478,24,5,1981
875,286.30124,25,5,1981
876,286.333,26,5,1981
877,286.36237,27,5,1981
878,286.38882,28,5,1981
879,286.40945,29,5,1981
880,286.42905,30,5,1981
881,286.45422,31,5,1981
882,286.521,1,6,1981
883,286.55893,2,6,1981
884,286.6007,3,6,1981
885,286.6432,4,6,1981
886,286.6864,5,6,1981
887,286.73087,6,6,1981
888,286.7753,7,6,1981
889,286.81467,8,6,1981
890,286.84827,9,6,1981
891,286.87518,10,6,1981
892,286.90063,11,6,1981
893,286.92325,12,6,1981
894,286.94547,13,6,1981
895,286.96667,14,6,1981
896,286.9909,15,6,1981
897,287.0198,16,6,1981
898,287.05173,17,6,1981
899,287.0851,18,6,1981
900,287.1228,19,6,1981
901,287.16083,20,6,1981
902,287.20227,21,6,1981
903,287.2418,22,6,1981
904,287.2808,23,6,1981
905,287.3178,24,6,1981
906,287.352,25,6,1981
907,287.37775,26,6,1981
908,287.39658,27,6,1981
909,287.41098,28,6,1981
910,287.4289,29,6,1981
911,287.44864,30,6,1981
912,287.49576,1,7,1981
913,287.52048,2,7,1981
914,287.55594,3,7,1981
915,287.59628,4,7,1981
916,287.64056,5,7,1981
917,287.68942,6,7,1981
918,287.74246,7,7,1981
919,287.7916,8,7,1981
920,287.83432,9,7,1981
921,287.874,10,7,1981
922,287.9098,11,7,1981
923,287.94046,12,7,1981
924,287.97095,13,7,1981
925,287.9952,14,7,1981
926,288.019,15,7,1981
927,288.0443,16,7,1981
928,288.0667,17,7,1981
929,288.09067,18,7,1981
930,288.1195,19,7,1981
931,288.151,20,7,1981
932,288.1848,21,7,1981
933,288.21664,22,7,1981
934,288.24847,23,7,1981
935,288.27905,24,7,1981
936,288.31113,25,7,1981
937,288.34393,26,7,1981
938,288.38278,27,7,1981
939,288.4183,28,7,1981
940,288.45407,29,7,1981
941,288.48642,30,7,1981
942,288.51483,31,7,1981
943,288.5061,1,8,1981
944,288.52908,2,8,1981
945,288.5447,3,8,1981
946,288.5648,4,8,1981
947,288.5824,5,8,1981
948,288.59784,6,8,1981
949,288.61404,7,8,1981
950,288.63297,8,8,1981
951,288.65274,9,8,1981
952,288.67377,10,8,1981
953,288.69214,11,8,1981
954,288.71307,12,8,1981
955,288.73636,13,8,1981
956,288.75717,14,8,1981
957,288.77325,15,8,1981
958,288.7873,16,8,1981
959,288.77795,17,8,1981
960,288.7692,18,8,1981
961,288.75677,19,8,1981
962,288.75043,20,8,1981
963,288.7497,21,8,1981
964,288.7597,22,8,1981
965,288.78064,23,8,1981
966,288.80402,24,8,1981
967,288.8224,25,8,1981
968,288.8279,26,8,1981
969,288.81943,27,8,1981
970,288.80267,28,8,1981
971,288.7803,29,8,1981
972,288.76126,30,8,1981
973,288.73856,31,8,1981
974,288.6751,1,9,1981
975,288.66965,2,9,1981
976,288.67117,3,9,1981
977,288.67792,4,9,1981
978,288.6895,5,9,1981
979,288.69696,6,9,1981
980,288.69507,7,9,1981
981,288.68924,8,9,1981
982,288.68823,9,9,1981
983,288.69406,10,9,1981
984,288.69702,11,9,1981
985,288.69272,12,9,1981
986,288.68185,13,9,1981
987,288.6682,14,9,1981
988,288.65656,15,9,1981
989,288.63748,16,9,1981
990,288.60208,17,9,1981
991,288.57208,18,9,1981
992,288.54276,19,9,1981
993,288.5194,20,9,1981
994,288.5011,21,9,1981
995,288.4856,22,9,1981
996,288.4707,23,9,1981
997,288.45294,24,9,1981
998,288.43228,25,9,1981
999,288.40454,26,9,1981
1000,288.3695,27,9,1981
