EP011949, UNNAMED,7,,,,,,,,,,,,,,,,,,
19510926,1800,, HU,18.2N,113.5W,75,,,,,,,,,,,,,,
19510927,0,, HU,18.6N,114.1W,75,,,,,,,,,,,,,,
19510927,600,, HU,19.0N,114.8W,75,,,,,,,,,,,,,,
19510927,1200,, HU,19.4N,115.6W,75,,,,,,,,,,,,,,
19510927,1800,, HU,19.6N,116.4W,75,,,,,,,,,,,,,,
19510928,0,, HU,19.7N,117.3W,75,,,,,,,,,,,,,,
19510928,600,, HU,19.8N,118.5W,75,,,,,,,,,,,,,,
19510928,1200,, HU,19.9N,119.9W,75,,,,,,,,,,,,,,
EP091951, UNNAMED,13,,,,,,,,,,,,,,,,,,
19511127,1200,, TS,14.0N,104.0W,45,,,,,,,,,,,,,,
19511127,1800,, TS,14.5N,105.0W,45,,,,,,,,,,,,,,
19511128,0,, TS,15.1N,105.9W,45,,,,,,,,,,,,,,
19511128,600,, TS,15.9N,106.7W,45,,,,,,,,,,,,,,
19511128,1200,, TS,16.7N,107.2W,45,,,,,,,,,,,,,,
19511128,1800,, TS,17.3N,107.6W,45,,,,,,,,,,,,,,
19511129,0,, TS,17.9N,107.9W,45,,,,,,,,,,,,,,
19511129,600,, TS,18.7N,108.2W,45,,,,,,,,,,,,,,
19511129,1200,, TS,19.6N,108.5W,45,,,,,,,,,,,,,,
19511129,1800,, TS,20.9N,108.8W,45,,,,,,,,,,,,,,
19511130,0,, TS,22.2N,108.9W,45,,,,,,,,,,,,,,
19511130,600,, TS,23.1N,108.9W,45,,,,,,,,,,,,,,
19511130,1200,, TS,24.0N,108.9W,45,,,,,,,,,,,,,,
EP011952, UNNAMED,9,,,,,,,,,,,,,,,,,,
19520529,1200,, TS,12.9N,112.7W,45,,,,,,,,,,,,,,
19520529,1800,, TS,13.5N,112.2W,45,,,,,,,,,,,,,,
19520530,0,, TS,14.1N,111.7W,45,,,,,,,,,,,,,,
19520530,600,, TS,14.8N,111.2W,45,,,,,,,,,,,,,,
19520530,1200,, TS,15.4N,110.7W,45,,,,,,,,,,,,,,
19520530,1800,, TS,16.0N,110.1W,45,,,,,,,,,,,,,,
19520531,0,, TS,16.6N,109.4W,45,,,,,,,,,,,,,,
19520531,600,, TS,17.1N,108.8W,45,,,,,,,,,,,,,,
19520531,1200,, TS,17.5N,108.1W,45,,,,,,,,,,,,,,
EP021952, UNNAMED,17,,,,,,,,,,,,,,,,,,
19520612,1200,, TS,14.6N,99.3W,45,,,,,,,,,,,,,,
19520612,1800,, TS,14.8N,100.0W,45,,,,,,,,,,,,,,
19520613,0,, TS,15.1N,100.7W,45,,,,,,,,,,,,,,
19520613,600,, TS,15.6N,101.3W,45,,,,,,,,,,,,,,
19520613,1200,, TS,16.1N,101.9W,45,,,,,,,,,,,,,,
19520613,1800,, TS,16.3N,102.7W,45,,,,,,,,,,,,,,
19520614,0,, TS,16.5N,103.6W,45,,,,,,,,,,,,,,
19520614,600,, TS,16.8N,104.2W,45,,,,,,,,,,,,,,
19520614,1200,, TS,17.1N,104.8W,45,,,,,,,,,,,,,,
19520614,1800,, TS,17.3N,105.7W,45,,,,,,,,,,,,,,
19520615,0,, TS,17.4N,106.6W,45,,,,,,,,,,,,,,
19520615,600,, TS,17.5N,107.3W,45,,,,,,,,,,,,,,
19520615,1200,, TS,17.7N,107.7W,45,,,,,,,,,,,,,,
19520615,1800,, TS,18.0N,107.9W,45,,,,,,,,,,,,,,
19520616,0,, TS,18.3N,108.0W,45,,,,,,,,,,,,,,
19520616,600,, TS,18.6N,108.0W,45,,,,,,,,,,,,,,
19520616,1200,, TS,19.0N,108.0W,45,,,,,,,,,,,,,,
EP031952, UNNAMED,9,,,,,,,,,,,,,,,,,,
